Test #,Build #,Category,Test Case,Expected Result,Actual Result,Repeatable?,Blocker?,Test Owner
3.0,02/27/2024,Main Page,"Once user is on the Main Page screen, user clicks on the round Friends button on the right. User sees a friends menu sliding form the right. User then clicks ""Add Friend"", a screen appears, the background becomes blurry. User then clicks on the X button to close the screen. The pop-up disappers but the Main Page screen remains blurry for the user, nothing is clickable. User has to reload the game and log in again. See image file attached to the submission.",User can close the Friends pop-up using the X button and successfully return to the Main Page.,User can close the Friends pop-up using the X button but can't access the Main Page anymore.,Yes,Yes,Yana Zaynullina
1.0,02/27/2024,Game,Playing tutorial,Instruct us how to play as a beginner,Got kicked out the game mid tutorial,Yes,Yes,Andrew Gabriel
1.0,02/26/2024,First Gameplay Tutorial,Game board doesn't display on Chrome web browser,Game board is displayed,Black screeen,yes,yes,Rishabh Chadha
2.0,02/26/2024,First Gameplay Tutorial,Game board doesn't display on Safari web browser,Game board is displayed,Black screen,yes,yes,Rishabh Chadha
3.0,02/26/2024,Tutorials,Play button for Deck Build Tutorial not working,Go to Deck Build Tutorial,"Closes ""Tutorials"" screen",yes,yes,Rishabh Chadha
,02/28/2024,Friends List,Navigating to friends list then exiting stops at a blurred screen that can't be clicked on,Menu to slide away and blur screen to fade,Screen stuck on blur effect,yes,yes,Anastasia Naydina
4.0,02/21/2024,Main Page,Cannot access the deck building tutorial,Should be able to play the deck building tutorial,I stay on the main page,yes,yes,Dawson Ford
2.0,02/22/2024,BUG - Add Friends Button,"Clicking on the Add Friends button and going back to the Home Page causes the Home Page to be entirely unclickable, requiring a re-login",Going Back to Home Page and Interacting with options given to me,,yes,yes,Bryan Avila
0.0,02/21/2024,Game/Main Page,Coins are offered again after completing the tutorial,Complete tutorial and continue the game,Looped behaviour after tutorial,No,Yes,Raymond Gharapeti Babayans
4.0,02/27/2024,Game,Gameplay Tutorial,Play game/tutorial,"Error ""An error occurred running he unity content on this page. See your browser JavaScript console for more info. The error was:abort(275)at Error at jsStackTrace(https://www.endersgate.app/build/EndersGateTCG.framework.js:2:16364",Yes,Yes,Heather Gardner
6.0,02/22/2024,Game,User Case,"I expect that when I click ""Arena"", that it would only take a few second for the ""matchmaking"" to happen so I can actually play","When I click ""Arena"" it tells me ""Matchmaking...Please wait"" and then nothing happens",Yes,Yes,Mirna Farahat
3.0,02/22/2024,Game,Game starts in endless loop,"Launch game, execute turn","Launch game, turn timer cycles quickly back and forth. User cannot do anything",no,Yes,Randy Herrera
8.0,02/27/2024,Game,Refreshing does not fix frozen state,Refresh the page to undo a frozen game state,"After refresh, all games remain in frozen unplayable state",yes,Yes,Randy Herrera
1.0,02/21/2024,Turotial,Bug: Deck BuilderTutorial,Go to the Deck Builder Tutorial,When Clicked Nothing Happened and it says i completed it,No,Yes,Ramon
2.0,02/21/2024,Turotial,Bug: Normal Tutorial practrice,Activating trap card  void trap,The AI Froze and could not continue game,Yes,Yes,Ramon
14.0,02/24/2024,game play,battle mode not activated,first round fo rme to have battle mode,I wasnt able to battle but oponent was.,yes,Yes,Mimi Truong
15.0,02/24/2024,game play,timer stuck,timer moving,timer for opponent stuck,yes,Yes,Mimi Truong
16.0,02/27/2024,game play,Page frozen,Tutorial battle starting,"Nothing , the whole page froze",Yes,yes,Mimi Truong
17.0,02/27/2024,Arena Game,"Moved to new tab, came back and game logged me out",Battle begins,logged me out and now I have to take the extra million steps to authenticate myself,Yes,yes,Mimi Truong
18.0,02/27/2024,connect to server,Still connecting to server after several minutes after authentication,home page loads,still connecting to the server since everyone is playing,Yes,Yes,Mimi Truong
4.0,02/27/2024,Login/UI/Game/Friends,"Bug? Whenever I ask friend to battle, and they accept, the game loads in, but logs both of us out",Expecting to play with a friend,I couldn't get a game and it always logged both of us out,Yes,Yes,Omar Garcia
3.0,02/22/2024,Game,bug: could not click on any buttons at the beginning of training mode,should be able to progress turns or exit game with buttons,nothing happens,no,yes,Justin Reyes
6.0,02/24/2024,Game,"bug: in training mode, selecting rain of arrows during enemy turn pauses timer indefinitely and stops AI from acting",rain of arrows should damage the selected enemy cards and turn should continue,game is soft locked because the AI stops moving,yes,yes,Justin Reyes
3.0,02/27/2024,Game,Tutorial battle,Attack player and win game,No action is available to take,no,yes,Jack Konyan
5.0,02/27/2024,Game,Launch Deck Builder Tutorial,Tutorial starts,Nothing happens and tutorial is marked as complete,No,Yes,Jack Konyan
2.0,02/21/2024,Game: Card Usage,"I actvatied Rain of Arrows, when a prompt came up for it during a practice battle",Use the face down card once I activated it,My game reached a blocker state where the game no longer progressed (Timer paused but no game crash),no,yes,Herbert Alvarenga
1.0,02/25/2024,Main Page,User Case I tried scrolling left and right when,I expected left and right scrolling,No left and right scrolling.,Yes,Yes,Angel Venegas
4.0,02/21/2024,Game,"Tutorial 1 - Clicking on the fighter card brings up a window to activate or retire the card, causes tutorial cutscene to lock.",Typical gameplay.,Game in a locked state.,yes,yes,Elizabeth Morgan
5.0,02/21/2024,Game,"Tutorial 1 - Retired all attack cards during turn, between tutorial scenes.",Action prevented by game.,"Game in stalemate, timer/turns run forever.",yes,yes,Elizabeth Morgan
2.0,02/27/2024,UI,"Bug: Opening friends list and then open ""Add Friends"" and then closing both menus",Close both menus and return to menu,Menu is unable to be intreacted and is blurred. Cannot be resolved until you refresh the page,yes,Yes,Jae Molina
1.0,02/25/2024,Login,Magic Authentication link times out and doesn’t recover,Allow sign in after new sign in attempt,Keeps asking for request signature,yes,Yes,Jaber Mazari
2.0,02/26/2024,Login,"Literally the same issue as before, can't login magic authentication keeps timing out before it can authenticate me",Allow sign in after new sign in attempt,Please go back to Endersgate and sign the request again,yes,yes,Jaber Mazari
9.0,02/27/2024,main page/game,bug: searching for game,"find a game, or notify that game could not be
found","game froze, then sent me back to my log 
in page",no,yes,Jared Immerman
1.0,02/23/2024,Tutorial,Card cannot be clicked on. Prevented by an overlay,Exit out of the overlay or click on required card to continue,Overlay card prevents further progress,Yes,Yes,Jorge Enriquez
1.0,02/20/2024,Main Page,bug:The deck builder tutorial button did not work.,I expected to show the tutorial for the builder deck,"I couldn’t complete the tutorial. But when in went back to it, it said completed.",yes,yes,Yashira Almanza
2.0,02/27/2024,Game,"user case: extreamly high latency on windows 11 pc, running on chrome browser. Specs: i9900kf, 2070 super, 32gb ram ddr4, m.2 ssd. Hardwired Lan connection to internet",Expected game to run smoothly. The game does run well on my macbook pro with an m1 pro chip on chrome browser.,"Super high latency causing game run very poorly, practactly makes game unplayable",yes,yes,Jayms Stockdale
6.0,02/28/2024,Game,ex bug: clicking deck tutorial exits out or the tutorial side bar,I expected to play the tutorial,I exit the tutorial side bar,yes,yes,Mansoor Amza
0.0,02/26/2024,Gameplay Tutorial Page,"Bug: The E-Axe Void Mode overlay became stuck after double clickg the ""Gargoyle"" card and clicking ""Activate"". When it was time to enhance the stats of the Guardian using action cards, the card was not selectable since the E-Axe Void Mode overlay was in the way","I expected the overlay to disapear when the Gargoyle card was ""Activated""",The E-Axe Void Mode overlay stayed on the screen and prevented progression of the tutorial,Yes,Yes,Katrina Ortiz
1.0,02/26/2024,Gameplay Tutorial Page,"Bug: When aggressively clicking around during the phase selector for Main Phase 2, the highlight box got stuck and the phase selector overlay disappeared",I expected the phase selector overlay to be able to come back after clicking off of it,The phase selector overlay dispeared and the highlight box remains and the tutorial was stuck,Yes,Yes,Katrina Ortiz
3.0,02/27/2024,Main Page,bug: randomly disconnected,The game would stay open,The game logged out,yes,yes,Rahi Misra
2.0,02/26/2024,Game,Bug: Locked on the Tutorial,I should only be allowed to directly attack the tutorial oppenent and nothing else,You can click to attack the oppenent's remaining guardian and lock yourself in turn 5,yes,yes,Christopher Poveda
4.0,02/26/2024,Game,"Bug: Timer still counts down during tutorial instructional pop-ups, auto logs you out after",That the timer stops until user completes the task,Timer counts down and have to wait till it's your turn again. Logs you out because of inactivity,yes,yes,Christopher Poveda
5.0,02/26/2024,Game,"Bug: In the Tutorial when prompted to use Cursed JIAN, Earth Cocktail, etc you can double click the card quickly and be unable to actually use the cards on your guardians",I am blocked from double clicking on the card thus have no way of deselecting it,"I double click the card(s) and am now at a disadvantage in the tutorial, locks me after pressing attack phase",yes,yes,christopher Poveda
7.0,02/27/2024,UI,"bug: A blur layer added when clicking ""Add Friends"" never goes away.","Clicking out of the ""Add Friends"" menu removes the blur background.","Clicking out of the ""Add Friends"" menu does not remove the blur background.",yes,yes,Connor Beaudoin
15.0,02/27/2024,Game,"bug: During the tutorial, the blue clickable region allows interacting with outside elements which can block progression. By swishing the mouse back and forth quickly over the barrier of the blue region the neighboring card can become selected. Then, the ""activate"" button is within the clickable blue region which can cause a popup menu that blocks progression and the buttons to interact with it are outside of the blue region which is still the original card the tutorial intended for you to click.",The blue region prevents outside interactions OR there is no region restriction to prevent blocking progression.,The tutorial becomes unable to continue.,yes,yes,Connor Beaudoin
9.0,02/25/2024,Game,"Stuck on endless loop on first turn of game during 
 selection phase. Just repeated pop ups of 
 ""Selection Phase""","Would let me select my 
 guardians","Time ran out and couldn't select
 guardians",No,Yes,Joey Kaz
2.0,02/25/2024,Main Page,Loading tutorials,"When clicking tutorial button, tutorial should load",nothing happens,yes,yes,Beverly Gramajo
1.0,02/25/2024,Game,"Cant proceed in tutorial, certain actions
 get blocked on half monitor screen",proceed with tutorial,blocked form completing,yes,yes,Jake Anderson
5.0,02/25/2024,Main menu UI,Exiting addd friend menu doesn't exit,Exit add friend menu to main menu,Main page turns into blur image,yes,yes,Rmata Muadthong
1.0,02/24/2024,Login,Doesn’t stay logged in.,To stay log-in in all tabs.,You have to log-in again in all new tabs.,yes,yes,Shiva Ramezani
3.0,02/24/2024,Game,inaccessible deck builder tutorial,deck builder tutorial is played,nothing,yes,yes,Sungbin Cho
3.0,02/24/2024,Game,inaccessible deck builder tutorial,deck builder tutorial is played,nothing,yes,yes,Kevin Chaja
1.0,02/25/2024,Game,user case: changing turns,Phase/Turn change button needing to be pressed for each transition,The turns automatically changed until reaching my main phase,yes,yes,Nolan Mendoza
2.0,02/25/2024,Game,AI Froze On Draw,AI responde on his turn,AI Froze on Draw Phase,No,Yes,Felix Moreno
2.0,02/25/2024,Link,Bug: Link is block,Company Laptop,Link is blocked,yes,yes,Moises Alvarez
1.0,02/25/2024,Game,Trying to play/test the game,Playable latency,Latency is way too high to play,yes,Yes,Joshua alvarado
5.0,02/25/2024,Game,"Bug: I tried playing the against AI Opp. in the Adventure mode, and the whole thing bugged out",Playable screen as I was able to do so in the first tutorial,"The screen went haywire, I tried this twice and the same thing happened the second time as well",yes,yes,Haylee Allen
1.0,02/25/2024,Main Page,A frozen screen,Expected to leave online players list back to main screen and it all froze,Frozen,Yes,Yes,Jose Flores
2.0,02/25/2024,Login,Logged out,Expected to stay logged in after refreshing and completely logged out,Had to login again,Yes,Yes,Jose Flores
1.0,02/25/2024,Main Page,A frozen screen,Expected to leave online players list back to main screen and it all froze,Frozen,Yes,Yes,Kevin Chaja
2.0,02/25/2024,Login,Logged out,Expected to stay logged in after refreshing and completely logged out,Had to login again,Yes,Yes,Kevin Chaja
2.0,02/22/2024,UI (Deck Builder),Adding card to deck adds it.,Card is added to deck.,"Cards add until a previously added card is removed, then they don't add.",Yes,Yes,Jason Ross
2.0,07/10/2024,Main Page,"For pop-up of Anime Ultraman, the latest news and latest update button doesn't work.",Should display updates and news,No actions noted after clicking,yes,yes,Birva Babaria
3.0,07/10/2024,Game,There is no way to exit the ongoing tutorial. ,Exit button should navigate to the main page,No choice provided to exit,yes,yes,Birva Babaria
1.0,10/08/2024,Login,Login page doesnt appear,Login Page,,No,Yes,Charles 
,10/08/2024,Game,Extremely High Latency <1000,>100 latency,<1000 Latency,yes,yes,Daniel Bautista
,10/08/2024,Game,Couldnt get the tutorial finished in less than 15 minutes,tutorial should be 15 minutes or less,lasted longer due to low latency,yes,yes,Daniel Bautista
1.0,10/06/2024,Game,"In Game, Pop up message time is too short because of that we cant read it in first time.",It's should be more presentable on screen ,We can't read it in first time,Yes,Yes,Axit Bhingradiya
2.0,10/06/2024,UI,"In arena, we cant controll the music.",It's should be controllable,Music controll is not working,Yes,Yes,Axit Bhingradiya
1.0,07/10/2024,Login,Game does not restart unless the page is refreshed,Play through a complete game without refresh page,I can't play without page refreshed,yes,yes,Feni Bodar
2.0,07/10/2024,Edit Profile,"Reporting the issue regarding the player frame, title, and banner is not working properly.",It's should be working,But it's not working,yes,yes,Feni bodar
2.0,10/02/2024,Main page,bug: stuck on Loading decks… Please Wait,Go to deck builder tutorial,Screen is stuck,no,yes,Alexander Chakmakian
2.0,10/08/2024,Game,bug: timer isn't going down due to high latency,Timer goes down to 0 to continue the game,Timer is stuck at 56 seconds and cannot proceed with the game.,yes,yes,Kyle Deocampo
2.0,10/08/2024,Game ,Suggested that the avatar should be repositioned to avoid blocking the interface during tutorials.,"The avatar should shift to a different area of the screen, allowing easy access to the buttons.",,No ,"Somewhat, especially for users who might be impatient.",Amgad Fahim
,10/08/2024,Main page,latest update and lateness new button is not working,button should work,button didn't work,yes,yes,Krunal Gadhiya 
3.0,10/04/2024,Login/UI/Game/Main Page,"Glitch: was kicked back to login during game
user case: screen changed to login ",Uninterupted Gameplay,Connection Issue,no,yes,Anthony Galindo
3.0,02/08/2024,Game,clicking on cursed jian at the beginning makes game freeze,I'm able to select one guardian on opponet's side after selecting cursed jian,"the whole game just froze, wasnÕt able to click on anything other than exit after choosing to activate cursed jian card ",yes,yes,Mariella G.
5.0,02/08/2024,game,the game was stuck when Luna told me to attack the last guardian,I am able to attack the last guardian,"the whole game stayed on a loop, when trying to attack the last guardian the game kept showing that it wasnÕt my turn even though I waited, it never became my turn I had to exit",yes,yes,Mariella G.
1.0,10/08/2024,Login,bug: infinite loading screen on connecting/scanning wallet,I expected the wallet to connect after a reasonable amount of time after scanning with the metamask app on my phone (a few seconds),"It became an infinite loading screen, I probably waited 5 minutes before closing and reopening the app to try again. I also reopened the enders gate website and selected the Skale option to pop up the QR code again.",Yes,Yes,Gerard Gandionco
1.0,10/07/2024,First Gameplay Tutorial,user case: resizing screen prevents block certain functions/buttons.,Objects will remain functional when resizing.,Was unable to draw a card as the side GUI was infront of it,yes,yes,Sergio Garcia
2.0,10/08/2024,Game,"bug: game froze after Player 1 ""Card Passive Effect Activated - Fire Damage#Select One enemy Guardian to Deal 50 Fire Damage""",After passive effect as been activated damage wouldve been afflicted on the enemy card and the game continues.,"Instead the timer and game froze and player was unable to click anything on the board, however surrender and all other side functions remain. ",yes,yes,Sergio Garcia
2.0,10/06/2024,UI,Win/Lose doen't change in the profile,Win/Lose should be change as per our Arena game record,Acording to me there is nothing change in our game profile as per considering our Arena win/lose record,Yes,Yes,Naitik Kheni
7.0,10/08/2024,Ui,user case: naming your deck ,expected to have a confirm/submit button for when I am done with naming my deck ,after typing the name of my deck ther was no UI like a button that I  could press to save the name of the deck not even the tutorial character said anything on how to save. Finally fiugred  to just press  enter.,yes,yes,derick maradiaga
1.0,10/08/2024,Login/UI/Game/Main Page/Arena/Settings,clicking on camera setting doesn't work,change camera setting,camera setting stays in default ,yes,yes,divy mente
1.0,10/06/2024,Log In. MetaMask/WalletConnect possible connection issue,"When reaching towards ""Skale"" connect option via this route. ""Wallet Login"" -> ""MetaMask"" -> ""Skale"". It seems the mobile option of using WalletConnect is not operational at this time",Expected Result is for the mobile app MetaMask to connect to the game via the QR code prompted,Actual Result is when using the QR code there is an infinite loading indicator on the mobile app,Yes,Yes,Mikel Nuila
2.0,10/06/2024,LogIn. Starting gameplay,After connecting through WalletConnect there was no indication or process option given to move forward to gameplay. I tried refreshing and connecting again however there was no option for me to start any gameplay.,Expected Result was for user to be prompted to start a tutorial or gameplay,Actual Result was no new option be available,Yes,Yes,Mikel Nuila
2.0,10/06/2024,Tutorial/UI/GameMechanics,End turn and await opponent's next move,Ability to end turn,Button is highlighted however unable to press,"yes (w: 624,h:1264) display size, resizing does not fix this",yes,Alessandro Pelayo
1.0,10/08/2024,UI\First Gameplay Tutorial,UI interaction following tutorial prompts non responsive or no clear indication of response,When pressing activate card the tutorial plays the card,Game seemed to require multiple clicks to register desire to play card.,yes,Yes,Joshua Planovsky
6.0,10/09/2024,Gameplay,Game progress halts after certain amount of time spent in a single match,Game should progress smoothly regardless of amount of turns taken.,Game halted on battle phase with timer frozen with buttons still responsive.,yes,yes,Joshua Planovsky
3.0,10/07/2024,Login/UI/Game/deck building,nothing happened when clicking on how to obtain/or related cards,should of gave me info about obtaining and related cards,nothing happened,yes,yes,Alberto Santana
7.0,10/08/2024,Text Chat,Copying and pasting a million words locks freezes the game. Copy/Paste Used: https://www.damienelliott.com/1-million-words-ready-to-copy-and-paste-lorem-ipsum/,To not allow large amount of text,Allows and freezes,Yes,Yes,Robert Stevenson
10.0,10/08/2024,Main Page,Copy & Paste million words into text area of friends tab freezes game,Character Limit,Pastes and freezes,Yes,Yes,Robert Stevenson
1.0,10/14/2024,Main Page,Feedback could have been integrated into the game itself.,"On clicking feedback, a form could pop up on the main page itself.",It redirects to the new tab of google form.,Yes,Yes,Birva Babaria
2.0,10/14/2024,Game,Master volume and Music volume: While playing game music was not decreasing even after scrolling it to lowest as possible,Music should be completely turned off.,There were no changes noticed on music,Yes,Yes,Birva Babaria
3.0,10/14/2024,Edit profile,Changing the player icon is slower than expected.,Player icon should be changed instantly.,It takes few seconds to make an impact to the profile icon,Yes,Yes,Birva Babaria
2.0,10/15/2024,Game,Extremely High Latency <1000,>100 latency,<1000 Latency,yes,yes,Daniel Bautista
1.0,10/13/2024,Game,Bug: Display different name of our player.,"Display player name, which set by user.",Display some randome string.,Yes ,Yes ,Axit Bhingradiya
2.0,10/14/2024,UI,User case: Latency overlap to player name.,Change the place for latency.,Latency display over player name.,Yes,Yes,Axit Bhingradiya
3.0,10/14/2024,Main page,"User case: In profile, win/losses is not updating.",win/loses should be updated after every match.,It's remaining same.,Yes,Yes,Axit Bhingradiya
4.0,10/14/2024,Home page,"""Recently Sold"" cards button is not working and soldded cards list not show",Sold out cards list should show in this game,But Recently Sold button is not working,Yes,Yes,Feni Bodar
1.0,10/11/2024,Main page,ex user case: Game on my gaming desktop makes my CPU run at 100% at game is unplayable. CPU: AMD Ryzen 7 5800X,Game to work smoothly as it runs my other games in 4k,Game freezes or can't load,yes,yes,Alexander Chakmakian
,10/15/2024,Screen,UI for clicking return does not scale to the resolution of monitor ( i have 3440x1440 33inches),be able to see return,cannot see return,Yes,Yes,Keith Chua
4.0,10/15/2024,Game,user case: explain the context of each phase under the announcement or in the middle of that phase,I expect to see a small description of what each phase means.,"since I suggested that the phase-announcements be extended for a bit longer (1 to 2 seconds), there should be a small description (perhaps instructions, such as ""draw a card"" or ""activate any action cards"". This helps me understand why we need two phases instead of one, and what I expect to do in this phase. additionally, this could also be implemented in the tutorial by further elaborating each phase/step of the game.",yes,yes,Martin Dela Cruz
4.0,10/15/2024,Gameplay,Card Game ,Enemies die as soon as their health bar is goes to 0 ,Enemy did not die despite their health bar reaching 0. (Note: I was testing the boundaries of the health drain. I kept killing enemies each turn and ending it right away to see what would happen.),"yes? It seems like it is tied to the health drain that I mentioned above, once killing all their minions back to back their health bar eventually fell to 0. However, the game didn't end.","Yes? Once you reach 0 health you can interact with all the cards and even the phase change button. However, you cant actually do anything; the timer doesn’t go down and you can't end turn. I needed to surrender or refresh tab in order to exit",Gerardo Espinoza Garcia
1.0,10/15/2024,bugs,"After all player cards were defeated, the timer stopped during the AI’s turn.",The game should allow the player to continue or display a Defeat screen.,"The game froze, preventing any further gameplay.",yes,yes ,Amgad Fahim
4.0,10/14/2024,GAME,Gameplay,If we near to victory than let us win,"If we near to victory that time AI HP STUCK and if we Try to lower its HP , we cant and it stuck",YES,YES,Naitik Kheni
1.0,10/15/2024,game/ui,bug: settings exit button,exit the settings when clicking the X button,clicking the X button didn’t close the settings ui,yes,Yes,derick maradiaga
2.0,10/15/2024,,leaderboard has bug,positive numbers,shows a negative number on ranking,yes,yes,divy mente
,10/15/2024,GAME,"In tutorial, after strengthening my guaridan's stats,  I transition from battle to end turn.",Game should transition phases normally,"The game couldn't transition after battle. I lost my turn somehow, then a blue rectangle spawned on my card hand. I cannot proceed further since it’s not my turn. Yet the timer doesn't stop, so I am now one with the eternity of passing time.",no?,yes,AB Paxtor Garcia
,10/15/2024,GAME UI,Can't activate cards in other phases besides main ones,Get a message saying I can't activate fcards,"I get the message, but its cutoff towards the end lol",yes,yes,AB Paxtor Garcia
1.0,10/15/2024,Login,Closed to sign into metamask and wouldn't reopen,the metamask login should have appeared,the metamask login didn't appear,yes/no,yes,Alberto Santana
3.0,10/14/2024,Deck Builder,The Deck Builder doesn’t allow saving a newly created deck.,Newly created deck should be saved and visible in the deck list.,"Deck is not saved, and there is no error message displayed.",Yes,Yes,Matteo
4.0,10/14/2024,Arena/Matchmaking,"When attempting to join an arena match, the matchmaking queue gets stuck at “Searching for opponent”.",Matchmaking should successfully find an opponent within a reasonable time frame.,Queue remains stuck for over 5 minutes without finding an opponent.,Yes,Yes,Shervin
3.0,,Adventure Select,Verify home button functionality,User should be able to go to home page when they click on home button,I clicked on Adventure icon. Then I am pressing Home icon to go to home. But it is not working,NO,YES,Dhruv Vagadiya
4.0,,Adventure,Verify Play button functionality,User should be able to start the game if they press play button. If not possible there should be some alert or notification.,User was not able to start game also no alert and message.,NO,YES,Dhruv Vagadiya
